LOCATION	ID	LABEL
00	http://flickr.com/photo.gne?id=5438720362.jpg	0
00	http://flickr.com/photo.gne?id=5621808991.jpg	0
00	http://flickr.com/photo.gne?id=8716642425.jpg	0
00	http://flickr.com/photo.gne?id=8717763316.jpg	0
00	http://flickr.com/photo.gne?id=3398924017.jpg	0
00	http://flickr.com/photo.gne?id=5438671607.jpg	0
02	http://flickr.com/photo.gne?id=12054820855.jpg	0
02	http://flickr.com/photo.gne?id=21167512086.jpg	0
03	http://flickr.com/photo.gne?id=7174671810.jpg	0
03	http://flickr.com/photo.gne?id=7174712620.jpg	0
03	http://flickr.com/photo.gne?id=7174342090.jpg	0
03	http://flickr.com/photo.gne?id=7174384058.jpg	0
03	http://flickr.com/photo.gne?id=7174392032.jpg	0
03	http://flickr.com/photo.gne?id=7174297436.jpg	0
03	http://flickr.com/photo.gne?id=4115014958.jpg	0
03	http://flickr.com/photo.gne?id=6782380250.jpg	0
03	http://flickr.com/photo.gne?id=29660605162.jpg	0
03	http://flickr.com/photo.gne?id=3089860954.jpg	0
03	http://flickr.com/photo.gne?id=8529523244.jpg	0
03	http://flickr.com/photo.gne?id=8439290414.jpg	0
03	http://flickr.com/photo.gne?id=3610504311.jpg	0
05	http://flickr.com/photo.gne?id=5654863868.jpg	0
08	http://flickr.com/photo.gne?id=6295779498.jpg	0
08	http://flickr.com/photo.gne?id=3733085836.jpg	0
08	http://flickr.com/photo.gne?id=8063734997.jpg	0
08	http://flickr.com/photo.gne?id=400897117.jpg	0
08	http://flickr.com/photo.gne?id=400909404.jpg	0
08	http://flickr.com/photo.gne?id=400913095.jpg	0
08	http://flickr.com/photo.gne?id=400907000.jpg	0
08	http://flickr.com/photo.gne?id=400881101.jpg	0
08	http://flickr.com/photo.gne?id=400929390.jpg	0
08	http://flickr.com/photo.gne?id=400887826.jpg	0
08	http://flickr.com/photo.gne?id=400913240.jpg	0
08	http://flickr.com/photo.gne?id=400911768.jpg	0
08	http://flickr.com/photo.gne?id=3116076755.jpg	0
08	http://flickr.com/photo.gne?id=3116076965.jpg	0
08	http://flickr.com/photo.gne?id=3116077075.jpg	0
08	http://flickr.com/photo.gne?id=3116076513.jpg	0
08	http://flickr.com/photo.gne?id=3116077201.jpg	0
10	http://flickr.com/photo.gne?id=13980511960.jpg	0
10	http://flickr.com/photo.gne?id=5830640681.jpg	0
12	http://flickr.com/photo.gne?id=6124946531.jpg	0
12	http://flickr.com/photo.gne?id=6124945833.jpg	0
12	http://flickr.com/photo.gne?id=4889139793.jpg	0
12	http://flickr.com/photo.gne?id=2513671751.jpg	0
12	http://flickr.com/photo.gne?id=8052041570.jpg	0
12	http://flickr.com/photo.gne?id=2498276859.jpg	0
12	http://flickr.com/photo.gne?id=3330748707.jpg	0
12	http://flickr.com/photo.gne?id=2958669625.jpg	0
21	http://flickr.com/photo.gne?id=12841299834.jpg	0
22	http://flickr.com/photo.gne?id=26143772993.jpg	0
22	http://flickr.com/photo.gne?id=26747784975.jpg	0
22	http://flickr.com/photo.gne?id=27624277615.jpg	0
27	http://flickr.com/photo.gne?id=5654209267.jpg	0
27	http://flickr.com/photo.gne?id=5654209747.jpg	0
27	http://flickr.com/photo.gne?id=2686504218.jpg	0
27	http://flickr.com/photo.gne?id=5654782104.jpg	0
27	http://flickr.com/photo.gne?id=3239157530.jpg	0
29	http://flickr.com/photo.gne?id=5969989312.jpg	0
31	http://flickr.com/photo.gne?id=8466458908.jpg	0
31	http://flickr.com/photo.gne?id=8477285627.jpg	0
31	http://flickr.com/photo.gne?id=7983654494.jpg	0
31	http://flickr.com/photo.gne?id=8632066859.jpg	0
31	http://flickr.com/photo.gne?id=7983795777.jpg	0
32	http://flickr.com/photo.gne?id=4178312463.jpg	0
32	http://flickr.com/photo.gne?id=3972073406.jpg	0
32	http://flickr.com/photo.gne?id=4178997078.jpg	0
32	http://flickr.com/photo.gne?id=4179121734.jpg	0
32	http://flickr.com/photo.gne?id=4947240024.jpg	0
32	http://flickr.com/photo.gne?id=6953468467.jpg	0
32	http://flickr.com/photo.gne?id=7012407115.jpg	0
32	http://flickr.com/photo.gne?id=4922915346.jpg	0
34	http://flickr.com/photo.gne?id=15023603196.jpg	0
48	http://flickr.com/photo.gne?id=12283492745.jpg	0
55	http://flickr.com/photo.gne?id=4529665176.jpg	0
55	http://flickr.com/photo.gne?id=4534746323.jpg	0
55	http://flickr.com/photo.gne?id=19300885813.jpg	0
55	http://flickr.com/photo.gne?id=8083449233.jpg	0
55	http://flickr.com/photo.gne?id=8083448307.jpg	0
55	http://flickr.com/photo.gne?id=8083449367.jpg	0
55	http://flickr.com/photo.gne?id=8083441866.jpg	0
55	http://flickr.com/photo.gne?id=8083447773.jpg	0
55	http://flickr.com/photo.gne?id=5185228257.jpg	0
55	http://flickr.com/photo.gne?id=5185836534.jpg	0
55	http://flickr.com/photo.gne?id=5185840528.jpg	0
55	http://flickr.com/photo.gne?id=5185231419.jpg	0
55	http://flickr.com/photo.gne?id=2856007259.jpg	0
55	http://flickr.com/photo.gne?id=2856012569.jpg	0
55	http://flickr.com/photo.gne?id=5185832006.jpg	0
68	http://flickr.com/photo.gne?id=5961668424.jpg	0
03	http://flickr.com/photo.gne?id=7174429430.jpg	0
08	http://flickr.com/photo.gne?id=4356026951.jpg	0
10	http://flickr.com/photo.gne?id=5723466349.jpg	0
12	http://flickr.com/photo.gne?id=6125491162.jpg	0
12	http://flickr.com/photo.gne?id=2641008967.jpg	0
27	http://flickr.com/photo.gne?id=5654210463.jpg	0
32	http://flickr.com/photo.gne?id=3993860324.jpg	0
03	http://flickr.com/photo.gne?id=7174361986.jpg	0
03	http://flickr.com/photo.gne?id=7174313942.jpg	0
03	http://flickr.com/photo.gne?id=29145357934.jpg	0
08	http://flickr.com/photo.gne?id=7224085080.jpg	0
32	http://flickr.com/photo.gne?id=4922921298.jpg	0
00	http://flickr.com/photo.gne?id=12259098835.jpg	0
03	http://flickr.com/photo.gne?id=8439269044.jpg	0
03	http://flickr.com/photo.gne?id=4112697823.jpg	0
03	http://flickr.com/photo.gne?id=8026666682.jpg	0
07	http://flickr.com/photo.gne?id=6985807550.jpg	0
07	http://flickr.com/photo.gne?id=32945757614.jpg	0
08	http://flickr.com/photo.gne?id=6296201482.jpg	0
13	http://flickr.com/photo.gne?id=12224890785.jpg	0
16	http://flickr.com/photo.gne?id=12054715325.jpg	0
32	http://flickr.com/photo.gne?id=4179102866.jpg	0
32	http://flickr.com/photo.gne?id=3993167321.jpg	0
32	http://flickr.com/photo.gne?id=6953458789.jpg	0
00	http://flickr.com/photo.gne?id=16247860428.jpg	0
00	http://flickr.com/photo.gne?id=6847988171.jpg	0
03	http://flickr.com/photo.gne?id=8462733866.jpg	0
03	http://flickr.com/photo.gne?id=8026665870.jpg	0
03	http://flickr.com/photo.gne?id=8757737185.jpg	0
03	http://flickr.com/photo.gne?id=3392865572.jpg	0
03	http://flickr.com/photo.gne?id=8842902295.jpg	0
03	http://flickr.com/photo.gne?id=8409527898.jpg	0
03	http://flickr.com/photo.gne?id=3831222418.jpg	0
03	http://flickr.com/photo.gne?id=7938573146.jpg	0
12	http://flickr.com/photo.gne?id=6110131048.jpg	0
12	http://flickr.com/photo.gne?id=6125489248.jpg	0
12	http://flickr.com/photo.gne?id=6109583429.jpg	0
22	http://flickr.com/photo.gne?id=26747787605.jpg	0
22	http://flickr.com/photo.gne?id=27015318593.jpg	0
22	http://flickr.com/photo.gne?id=27624288605.jpg	0
22	http://flickr.com/photo.gne?id=27014289844.jpg	0
31	http://flickr.com/photo.gne?id=8477378491.jpg	0
31	http://flickr.com/photo.gne?id=33699867433.jpg	0
31	http://flickr.com/photo.gne?id=8632069209.jpg	0
48	http://flickr.com/photo.gne?id=12279128416.jpg	0
55	http://flickr.com/photo.gne?id=8089414979.jpg	0
